COD IBGE;UF;Município;Populaçao;RENDA1;RENDA2;EDUC1;EDUC2;IEOC;ENDcont1;ENDcont2;IGD;IGDu;IGDe;IGDm;IDI;CP1;CP2;N;NE;CO;S;SE;ESQ;DIR;CENTRO;CPP;CPG;ME;TG;TA;TP;BP
5200050;GO;ABADIA DE GOIÁS;7733;568.21;0.4258;8.2;0.826810454;1.191012065;-0.301478385;0.177776344;0.766267323;0.326724061;0.229343334;0.210199928;0.059855692;0.650914066;2.864624162;0;0;1;0;0;0;0;1;0;1;1;5.5;5.892857143;7.586206897;0
3100104;MG;ABADIA DOS DOURADOS;6992;592.68;0.4738;7.9;0.788831229;1.264842662;0.294344418;0.400582103;1.01748991;0.611514866;0.303618297;0.102356747;0.14995819;0.512756607;2.052362361;0;0;0;0;1;0;0;1;0;0;1;4.4;7.5;0.689655172;0
3100203;MG;ABAETÉ;23494;699.66;0.551;8;0.811620471;1.247242034;0.322105551;0.500020842;0.92450148;0.51201726;0.269228121;0.143256099;0.104991162;0.612748261;2.58229957;0;0;0;0;1;0;1;0;0;0;1;5.9;8.214285714;1.034482759;6.666666667
2900108;BA;ABAÍRA;9243;282.2;0.4742;20.1;0.669497992;1.213774757;0.97511216;1.045261167;0.953409186;0.608217161;0.13780633;0.207385695;0.114273777;0.492933773;1.972128977;0;1;0;0;0;1;0;0;0;0;1;8.5;8.035714286;8.620689655;10
4100103;PR;ABATIÁ;7852;533.79;0.4424;16.4;0.715345556;1.218686187;0.085391395;0.424517579;0.912646816;0.585009646;0.204884205;0.122752965;0.035283671;0.49983836;1.999353648;0;0;0;1;0;0;1;0;0;0;1;7.1;9.107142857;6.896551724;0
4200051;SC;ABDON BATISTA;2643;479.93;0.4597;10.8;0.804690259;1.340439296;-0.134534882;0.133767063;0.861905272;0.51314066;0.298355049;0.050409563;0.195667831;0;1;0;0;0;1;0;0;0;1;0;0;1;8.9;9.107142857;7.931034483;10
4200101;SC;ABELARDO LUZ;17651;553.36;0.5445;11.4;0.723521691;1.236786309;0.022642952;0.169243338;0.895519624;0.392442316;0.295677159;0.207400148;0.090369912;0.552055727;2.23242055;0;0;0;1;0;1;0;0;1;0;0;7.5;8.571428571;9.310344828;0
3100302;MG;ABRE CAMPO;13711;442.11;0.5225;12;0.813853346;1.064008706;0.539214781;0.65699996;0.874240042;0.599881739;0.178684869;0.095673435;0.160654759;0.493978566;1.976200875;0;0;0;0;1;1;0;0;1;1;1;3.8;2.857142857;7.586206897;0
2600054;PE;ABREU E LIMA;98201;376.6;0.4676;9.9;0.633880093;1.210116315;0.214380228;0.325260589;0.977143254;0.514492138;0.315449337;0.147201779;0.034054247;0.675511534;3.081773639;0;1;0;0;0;1;0;0;1;0;1;1.7;3.035714286;0;0
1700251;TO;ABREULÂNDIA;2523;615.87;0.7146;12.9;0.713289292;1.273307045;-0.090580928;0.221817182;0.968965466;0.713273125;0.12413749;0.13155485;0.027017405;0.646357543;2.82771477;1;0;0;0;0;1;0;0;0;0;1;6.4;6.607142857;5.862068966;6.666666667
2900306;BA;ACAJUTIBA;15668;251.46;0.5791;21.3;0.507382026;1.220168228;0.329364497;0.436155812;1.087403038;0.653267764;0.11876911;0.315366165;0.033825177;0.49877982;1.995131162;0;1;0;0;0;0;0;1;0;0;1;0.2;0.357142857;0;0
2300150;CE;ACARAPE;16153;256.06;0.4331;21.5;0.619186711;1.0865178;0.586338833;0.6756876;1.013486547;0.589707807;0.148247265;0.275531475;0.037839906;0.489850803;1.960210869;0;1;0;0;0;1;0;0;0;0;1;5.6;10;0;0
2300200;CE;ACARAÚ;60684;246.49;0.6087;28.3;0.693411502;1.129090944;0.209775696;0.50037239;0.957050442;0.509283588;0.094514604;0.35325225;0.089704105;0;1;0;1;0;0;0;1;0;0;1;1;0;3.7;2.142857143;8.620689655;0
2400109;RN;ACARI;11349;407.78;0.4915;17.5;0.847783123;1.249485143;0.141019608;0.267992281;0.987310145;0.656692901;0.133032838;0.197584405;0.096981009;0.499505763;1.998025005;0;1;0;0;0;0;0;1;0;0;1;8.5;9.107142857;8.275862069;6.666666667
2300309;CE;ACOPIARA;52903;263.74;0.5802;32.9;0.729497771;1.223405884;0.192000787;0.994982923;0.872750584;0.475523101;0.072044365;0.325183117;0.053394788;0.496652744;1.986700012;0;1;0;0;0;1;0;0;0;0;1;6.6;6.964285714;7.586206897;3.333333333
1200013;AC;ACRELÂNDIA;13613;294;0.5464;15.9;0.718185918;1.290673371;0.031241787;0.192496126;0.933214252;0.486195368;0.135902763;0.311116122;0.091438152;0.730593931;3.711868872;1;0;0;0;0;0;1;0;0;0;1;0.2;0.357142857;0;0
5200134;GO;ACREÚNA;21549;653.02;0.5419;14.2;0.859513623;1.263877226;-0.517757857;0.127993815;0.735150748;0.371585258;0.227912778;0.135652712;0.062998539;0.478329396;1.91691844;0;0;1;0;0;0;0;1;0;0;1;0.4;0.357142857;0.689655172;0
3100500;MG;AÇUCENA;10216;313;0.4955;21.2;0.70445269;1.183127155;0.062699291;0.298618253;0.942666746;0.636335424;0.188470805;0.117860517;0.100501296;0.508506199;2.034613656;0;0;0;0;1;1;0;0;1;1;1;5.1;8.75;0.689655172;0
3500105;SP;ADAMANTINA;35001;963.25;0.5151;5.8;0.935754124;1.174858132;-0.035211583;0.131588399;0.537184366;0.303254704;0.160574369;0.073355293;0.026574859;0.648216486;2.842657374;0;0;0;0;1;0;0;1;0;1;1;5;6.428571429;1.379310345;6.666666667
5200159;GO;ADELÂNDIA;2554;492.82;0.4325;13.6;0.793039216;1.158020573;0.133588625;0.187786305;1.038097141;0.784138715;0.185137879;0.068820547;0.019023367;0.498412902;1.993671696;0;0;1;0;0;0;0;1;0;0;0;4.8;6.25;4.482758621;0
3500204;SP;ADOLFO;3631;640.44;0.4111;7.8;0.951254069;1.181176268;-0.364941751;0.117588789;0.970561852;0.499732272;0.368129104;0.102700475;0.067891371;0.499689995;1.998760748;0;0;0;0;1;0;1;0;0;0;1;5.1;4.821428571;8.275862069;0
4100202;PR;ADRIANÓPOLIS;6374;430.79;0.5393;15.9;0.686125782;1.139241767;-0.071286977;0.105177299;0.969304434;0.510432408;0.364728396;0.094143629;0.174310518;0.439155327;1.78302487;0;0;0;1;0;1;0;0;1;0;0;4.5;5.892857143;4.137931034;0
2900355;BA;ADUSTINA;17044;206.69;0.5478;34.5;0.636332556;1.158979203;-0.013225621;0.126004008;1.073734396;0.65780009;0.115125148;0.300809157;0.008569765;0.492962275;1.972239838;0;1;0;0;0;0;0;1;0;0;1;5;5.714285714;4.482758621;3.333333333
2600104;PE;AFOGADOS DA INGAZEIRA;36547;378.68;0.5762;20.5;0.779430162;1.028729569;0.023618381;0.237408059;0.820752783;0.461072534;0.124123919;0.235141635;0.017993913;0.508195003;2.03332623;0;1;0;0;0;1;0;0;0;1;1;2.7;1.607142857;6.206896552;0
2400307;RN;AFONSO BEZERRA;11197;252.48;0.5224;30.3;0.614905745;1.236720889;0.112544859;0.273947196;1.001486253;0.767963982;0.075056922;0.15846535;0.162366835;0.49999422;1.99997688;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0
2600203;PE;AFRÂNIO;18831;228.6;0.5333;24.4;0.594317407;1.266782278;-0.061536716;0.399955366;0.811024811;0.465040269;0.101407353;0.244577189;0.152633162;0.495027961;1.980307665;0;1;0;0;0;1;0;0;0;1;1;3.4;3.035714286;5.862068966;0
1500305;PA;AFUÁ;37004;162.49;0.6604;27.8;0.461767852;1.089550657;0.116676525;0.28621792;1.016543809;0.38778434;0.092752927;0.536006543;0.013354436;0.644133545;2.810042883;1;0;0;0;0;0;1;0;0;0;1;8.1;10;8.620689655;0
2600302;PE;AGRESTINA;24052;279.24;0.5072;31.3;0.621674365;1.23912531;1.332494889;1.614524372;0.828387271;0.524126205;0.069490522;0.234306713;0.223944724;0.499688998;1.998756766;0;1;0;0;0;1;0;0;0;0;1;3.1;2.5;5.862068966;0
4200200;SC;AGROLÂNDIA;10115;735.01;0.3667;5.6;0.832795831;1.241218776;-0.042559615;0.073604413;0.934839591;0.479333846;0.282833481;0.172672264;0.044099789;0.443941087;1.798370599;0;0;0;1;0;1;0;0;1;0;0;9.2;9.464285714;10;6.666666667
4200309;SC;AGRONÔMICA;5239;969.52;0.4753;4.9;0.795588856;1.275744819;-0.0328511;0.091551296;0.899345464;0.464216536;0.304956418;0.13017251;0.095527513;0.498955755;1.995831725;0;0;0;1;0;0;0;1;0;0;0;8.8;9.464285714;8.620689655;6.666666667
5000203;MS;ÁGUA CLARA;14210;632.94;0.5081;9.3;0.778793928;1.203989688;-0.18303601;0.269593733;0.811296855;0.350935166;0.340661626;0.119700063;0.082674261;0.49857422;1.994313097;0;0;1;0;0;0;0;1;0;1;1;7.8;6.607142857;8.965517241;10
3100708;MG;ÁGUA COMPRIDA;2067;668.79;0.4474;7.9;0.804055491;1.279529453;-0.081190203;0.015477621;0.962423933;0.58223668;0.342391783;0.03779547;0.03531934;0.477684606;1.914552035;0;0;0;0;1;0;0;1;0;0;1;1.9;0.357142857;5.862068966;0
4200408;SC;ÁGUA DOCE;7121;715.2;0.5432;6.3;0.784736585;1.263702625;-0.357592942;0.072237067;0.803534899;0.315403164;0.387153024;0.100978711;0.152329142;0.493799475;1.975501705;0;0;0;1;0;0;0;1;0;0;1;9.4;9.642857143;8.620689655;10
3200169;ES;ÁGUA DOCE DO NORTE;12094;372.33;0.4892;19.5;0.780750168;1.02641646;0.334289509;0.66476908;0.936975361;0.51389175;0.241609256;0.181474356;0.059305681;0.527176705;2.114955018;0;0;0;0;1;0;0;1;0;1;1;7.7;8.214285714;8.965517241;3.333333333
2900405;BA;ÁGUA FRIA;16959;212.96;0.5376;27.5;0.569575086;1.193841088;0.662624011;0.794213012;1.038224859;0.626364822;0.077835262;0.334024775;0.020139771;0.499660959;1.998644756;0;1;0;0;0;1;0;0;1;1;1;5.2;5.714285714;6.896551724;0
2400406;RN;ÁGUA NOVA;3183;205.55;0.4613;22.2;0.818323396;1.223219918;0.372772977;0.629108758;1.09240613;0.815999837;0.109446797;0.166959496;0.066751853;0.47619438;1.909105137;0;1;0;0;0;0;0;1;0;0;1;0.4;0.714285714;0;0
2600401;PE;ÁGUA PRETA;35344;189.69;0.503;32;0.466561453;1.120114172;2.138655957;2.233025234;0.899553913;0.562201343;0.06931634;0.26803623;0.019868634;0.01868215;1.019037818;0;1;0;0;0;1;0;0;0;1;0;4.5;2.142857143;7.931034483;6.666666667
4300059;RS;ÁGUA SANTA;3839;1131.18;0.5919;6;0.75288576;1.33147615;-0.307899389;0.6621657;0.806171792;0.400002212;0.316133838;0.090035742;0.110079226;0.493766022;1.97537116;0;0;0;1;0;0;0;1;0;1;1;5;7.678571429;0.689655172;3.333333333
2600500;PE;ÁGUAS BELAS;42291;234.76;0.5922;39.3;0.582973248;1.118201077;6.10587389;6.199309001;0.902300658;0.480122579;0.06798661;0.354191468;0.049125253;0.491046104;1.96481451;0;1;0;0;0;1;0;0;1;0;0;6.8;6.964285714;8.275862069;3.333333333
3500402;SP;ÁGUAS DA PRATA;7984;846.96;0.5305;5.3;0.87677839;1.0572396;0.007263608;0.248967412;0.696011888;0.370418846;0.223204895;0.102388147;0.182916982;0.492724064;1.971313695;0;0;0;0;1;0;0;1;0;0;0;5.2;5.714285714;6.896551724;0
4200507;SC;ÁGUAS DE CHAPECÓ;6346;666.85;0.4524;7.1;0.723418473;1.207048602;-0.034429999;0.070298843;0.983238153;0.588134726;0.309429439;0.084648992;0.105871466;0.499796787;1.999187479;0;0;0;1;0;0;0;1;0;0;1;9.8;9.642857143;10;10
3500501;SP;ÁGUAS DE LINDÓIA;18212;703.69;0.4612;5.9;0.962666667;1.174786271;0.22165251;0.332801951;0.624683593;0.331610529;0.148153427;0.144919637;0.057011615;0.607153784;2.545525345;0;0;0;0;1;0;1;0;0;0;1;5.5;4.821428571;9.655172414;0
3500600;SP;ÁGUAS DE SÃO PEDRO;3073;1568;0.5438;1.5;0.9945;1.161643545;-0.283557035;0.165527083;0.662689912;0.410181933;0.130793475;0.121714504;0.122377622;0;1;0;0;0;0;1;0;0;1;0;1;0;6.1;7.5;6.551724138;0
3100906;MG;ÁGUAS FORMOSAS;19248;385.38;0.5774;23.8;0.758566183;1.227472978;-0.009281686;0.331224929;0.893669386;0.662765876;0.133666994;0.097236515;0.049890748;0.59799819;2.487550988;0;0;0;0;1;1;0;0;0;0;1;5.9;6.428571429;4.482758621;6.666666667
5200258;GO;ÁGUAS LINDAS DE GOIÁS;182526;425.31;0.4516;7;0.610829563;1.176846176;0.258729143;0.751391307;0.576814101;0.301940049;0.050540181;0.224333872;0.368289037;0.55672077;2.255914406;0;0;1;0;0;0;0;1;0;0;1;2.4;3.392857143;1.724137931;0
4200606;SC;ÁGUAS MORNAS;6020;754.14;0.3433;4.8;0.885977962;1.298586777;-0.255608926;0.399113612;0.73414375;0.432579362;0.215562004;0.086002384;0.144654106;0.478025535;1.91580253;0;0;0;1;0;0;0;1;0;0;0;10;10;10;10
3101003;MG;ÁGUAS VERMELHAS;13378;299.85;0.5209;28.5;0.747506516;1.232026281;0.136641098;0.190504405;1.045153573;0.696901329;0.227973738;0.120278507;0.052351304;0.605315445;2.533668942;0;0;0;0;1;0;0;1;0;0;1;0;0;0;0
4300109;RS;AGUDO;17140;856.07;0.5226;7.3;0.747542747;1.276352642;-0.141184793;0.908967853;0.695551652;0.318638487;0.228188367;0.148724799;0.130078598;0.496274429;1.985207933;0;0;0;1;0;0;0;1;0;1;1;10;10;10;10
3500709;SP;AGUDOS;36339;627.75;0.4306;5.2;0.916435727;1.106838766;0.069165592;0.118870127;1.01348564;0.258427726;0.631671574;0.12338634;0.083443944;0;1;0;0;0;0;1;0;0;1;0;0;0;6.8;7.678571429;8.620689655;0
4100301;PR;AGUDOS DO SUL;8892;516.96;0.4797;8.2;0.679894843;1.240586384;-0.008687907;0.157814;1.016512667;0.574316058;0.276427526;0.165769083;0.066074034;0.665049683;2.985517405;0;0;0;1;0;0;1;0;0;0;0;5.9;7.5;0.689655172;10
3200136;ES;ÁGUIA BRANCA;10055;485.14;0.5275;15;0.845254393;1.220564647;-0.031189181;0.786827677;0.780938294;0.352069544;0.281784874;0.147083875;0.070479955;0.499692976;1.998772657;0;0;0;0;1;0;0;1;0;1;1;5.2;7.142857143;0.689655172;6.666666667
2500205;PB;AGUIAR;5580;406.5;0.6543;37.8;0.682825259;1.11704934;0.249647626;0.388699694;0.821302241;0.565931196;0.075969839;0.179401206;0.157129551;0;1;0;1;0;0;0;0;1;0;0;0;0;3.7;2.678571429;7.586206897;0
1700301;TO;AGUIARNÓPOLIS;5987;365.16;0.4877;15.9;0.640239331;1.163323363;-0.06847148;0.036306028;0.972936112;0.483246206;0.28017149;0.209518416;0.039192108;0.470081519;1.887082705;1;0;0;0;0;1;0;0;1;0;1;4.5;4.821428571;6.206896552;0
3101102;MG;AIMORÉS;25685;558.99;0.5328;13.6;0.799903358;1.403203551;-0.198381879;0.200746496;0.839075484;0.49748855;0.225647728;0.115939206;0.017722159;0.49973504;1.998940721;0;0;0;0;1;0;1;0;0;0;1;3.4;2.5;6.896551724;0
4300208;RS;AJURICABA;7403;924.69;0.476;5;0.820602241;1.296181231;-0.209325855;0.058832379;0.955706322;0.460802155;0.397590965;0.097313202;0.088733247;0.49694238;1.987843858;0;0;0;1;0;1;0;0;1;0;1;8.2;8.928571429;9.310344828;3.333333333
3101300;MG;ALAGOA;2764;408.22;0.4212;14;0.736051759;1.327765394;0.19783116;0.223317253;0.965670037;0.712548617;0.161560734;0.091560686;0.01946202;0.495910303;1.983773932;0;0;0;0;1;0;0;1;0;0;1;2.5;4.464285714;0;0
2500304;PB;ALAGOA GRANDE;28689;274.85;0.5506;34.8;0.593945472;1.143294542;0.80094705;0.872812287;1.059477579;0.65417493;0.066806402;0.338496247;0.010362487;0.499880185;1.999520854;0;1;0;0;0;0;0;1;0;0;1;6.3;6.428571429;9.310344828;0
2500403;PB;ALAGOA NOVA;20399;270.35;0.5372;27.5;0.625147765;1.064891681;3.358606489;3.406216995;0.852752227;0.542535239;0.066449848;0.24376714;0.014493768;0.499632253;1.998530092;0;1;0;0;0;0;0;1;0;0;0;6.4;8.75;5.172413793;0
2200251;PI;ALAGOINHA DO PIAUÍ;7485;213.52;0.5289;44.8;0.601136215;1.146156628;0.010052495;0.091892113;1.013742725;0.649063579;0.08615237;0.278526776;0.058104825;0.480944576;1.926576534;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0
2900702;BA;ALAGOINHAS;153560;535;0.5738;9.6;0.626651985;1.174273768;0.066870684;0.294669371;0.843363093;0.477717316;0.229054064;0.136591713;0.051217903;0.521500501;2.089866345;0;1;0;0;0;1;0;0;0;0;0;2.2;0.357142857;6.896551724;0
3500758;SP;ALAMBARI;5460;551.24;0.4449;5.6;0.883463857;1.171767526;-0.257815807;0.023040646;0.838371568;0.49719605;0.214182383;0.126993136;0.098211739;0.499078937;1.996322522;0;0;0;0;1;0;0;1;0;1;1;4.4;5.535714286;4.482758621;0
2500536;PB;ALCANTIL;5425;243.49;0.4806;29.9;0.701018207;1.209301727;-0.003560367;0.109572106;1.059661852;0.723189254;0.092927242;0.243545356;0.044206968;0.521546334;2.090066542;0;1;0;0;0;0;0;1;0;0;1;4;6.25;1.724137931;0
5000252;MS;ALCINÓPOLIS;4961;759.71;0.5473;10.2;0.747458844;1.29290856;-0.072161387;0.022362496;1.02562203;0.366114311;0.577794466;0.081713253;0.126275779;0.497449592;1.98985014;0;0;1;0;0;0;0;1;0;0;1;4.4;6.964285714;1.724137931;0
2100303;MA;ALDEIAS ALTAS;25509;172.13;0.5923;35.8;0.602390279;1.099713739;0.129943681;0.15730604;1.038207614;0.436371236;0.084383103;0.517453276;0.031111826;0.61198221;2.57720142;0;1;0;0;0;0;0;1;0;0;1;4.6;6.964285714;2.413793103;0
4300307;RS;ALECRIM;6935;551.71;0.4997;6.8;0.801406162;1.294013142;0.145363529;1.12129848;0.747503475;0.445168237;0.221360025;0.080975214;0.102400063;0.463808739;1.865006152;0;0;0;1;0;0;0;1;0;1;1;9;10;10;3.333333333
3200201;ES;ALEGRE;32236;648.15;0.5291;13.2;0.881082132;1.083791093;1.054506347;1.514462466;0.726142421;0.420719172;0.204145683;0.101277567;0.094272109;0.499996462;1.999985849;0;0;0;0;1;0;0;1;0;1;1;7.7;8.392857143;5.172413793;10
4300406;RS;ALEGRETE;78768;699.05;0.5278;5.5;0.825219753;1.213912075;1.238850886;2.412269522;0.665277257;0.26069088;0.282011395;0.121861949;0.05949364;0.58785762;2.42634596;0;0;0;1;0;0;0;1;0;1;0;9.2;8.571428571;10;10
3101508;MG;ALÉM PARAÍBA;35641;666.65;0.5013;5;0.830872761;1.267886878;-0.144243838;0.367021435;0.747176683;0.387856044;0.23054737;0.128773269;0.11260662;0.598964309;2.493543646;0;0;0;0;1;1;0;0;0;0;1;9.3;9.107142857;9.310344828;10
5200308;GO;ALEXÂNIA;25805;482.7;0.4817;10.3;0.711643536;1.172513602;-0.072559653;0.096104751;0.886190702;0.435373422;0.253241818;0.197575462;0.022607309;0.706510038;3.407271562;0;0;1;0;0;0;0;1;0;0;1;5.7;5;10;0
3101607;MG;ALFENAS;78176;774.57;0.5143;5.7;0.872937102;1.175436442;0.231526673;0.293615593;0.847369806;0.517103352;0.232689958;0.097576496;0.016629082;0.507732361;2.031415271;0;0;0;0;1;1;0;0;0;0;1;6.6;7.857142857;5.862068966;3.333333333
3500808;SP;ALFREDO MARCONDES;4083;553.23;0.3639;10.5;0.937792208;1.300479824;-0.115574384;0.012821582;1.007780285;0.652865786;0.311232536;0.043681963;0.079280206;0.39216632;1.645186887;0;0;0;0;1;0;1;0;0;0;0;4.5;6.607142857;1.034482759;3.333333333
3101631;MG;ALFREDO VASCONCELOS;6566;398.86;0.4113;9.8;0.835639347;1.400484192;-0.520170202;0.160229742;0.985394113;0.629797663;0.225327438;0.130269012;0.052265155;0.51697024;2.070265815;0;0;0;0;1;1;0;0;1;1;1;6;7.857142857;5.517241379;0
2500577;PB;ALGODÃO DE JANDAÍRA;2461;217.19;0.4732;30.1;0.793643564;1.351572961;2.359892387;2.74265557;0.978820048;0.712664641;0.081636673;0.184518733;0.07464302;0.470246638;1.88767089;0;1;0;0;0;0;1;0;0;0;1;6.5;8.035714286;6.896551724;0
2600708;PE;ALIANÇA;38248;257.08;0.5148;25.8;0.603369124;1.043611582;1.123752432;1.211204569;0.895843871;0.539855894;0.077168446;0.278819531;0.007091578;0.453560671;1.830029332;0;1;0;0;0;1;0;0;0;1;1;0;0;0;0
1700350;TO;ALIANÇA DO TOCANTINS;5645;349.27;0.4788;15;0.771981884;1.20313365;-0.283591452;0.01199314;0.986156154;0.6322718;0.149344667;0.204539687;0.123635583;0.499995853;1.999983411;1;0;0;0;0;1;0;0;1;0;1;7.7;7.857142857;7.931034483;6.666666667
2900900;BA;ALMADINA;6234;260.79;0.4766;32.2;0.541427047;1.363207087;0.806388193;0.927913923;1.241145693;0.707033559;0.152070122;0.382042012;0.005618759;0.493689862;1.975074022;0;1;0;0;0;0;0;1;0;0;1;6;6.25;8.620689655;0
1700400;TO;ALMAS;7480;353.21;0.5745;22.8;0.709212311;1.078757066;0.580996276;0.614033802;0.985497879;0.585940985;0.147724601;0.251832293;0.05421319;0.487962687;1.952982673;1;0;0;0;0;0;0;1;0;0;0;2.7;0.714285714;7.931034483;0
3101706;MG;ALMENARA;41028;411.5;0.5409;23.8;0.700807918;1.145776849;0.115248035;0.255152127;0.997100604;0.551736159;0.170520006;0.274844439;0.011936061;0.750039739;4.000635919;0;0;0;0;1;0;0;1;0;0;1;7.6;8.571428571;6.206896552;6.666666667
4100400;PR;ALMIRANTE TAMANDARÉ;111586;629.58;0.4402;5.8;0.641340432;1.201467442;0.101111241;0.332446583;0.847347854;0.406253442;0.215748563;0.22534585;0.042300944;0.738347154;3.821857913;0;0;0;1;0;0;0;1;0;0;1;9.8;9.642857143;10;10
4300471;RS;ALMIRANTE TAMANDARÉ DO SUL;2098;757.28;0.4447;4;0.77056689;1.298769093;-0.078985146;0.113201619;0.951117799;0.594671622;0.307252873;0.049193304;0.102041009;0.49966718;1.998669606;0;0;0;1;0;0;0;1;0;1;1;7.9;8.75;6.896551724;6.666666667
5200506;GO;ALOÂNDIA;2084;588.93;0.4528;15.5;0.719117336;1.343247356;-0.248708777;0.042831343;1.036387204;0.839091999;0.185161917;0.012133288;0.030275154;0.486035453;1.945659492;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0
3101805;MG;ALPERCATA;7458;375.37;0.4758;15.1;0.699096371;1.168851767;0.048429496;0.449279325;0.989564185;0.63392163;0.169980989;0.185661567;0.020166081;0.486686144;1.948125865;0;0;0;0;1;0;0;1;0;0;1;8.9;8.214285714;9.655172414;10
4300505;RS;ALPESTRE;7752;623.08;0.4919;11.9;0.82666713;1.701406606;-0.339951097;0.484538835;0.757994772;0.253272688;0.444494564;0.06022752;0.069415513;0.48785383;1.952567566;0;0;0;1;0;0;0;1;0;1;1;9.1;9.107142857;8.620689655;10
3101904;MG;ALPINÓPOLIS;19513;628.85;0.47;6.6;0.847527347;1.331808465;0.103276294;0.180739279;0.925167375;0.568624494;0.248918472;0.107624408;0.090865102;0.613934328;2.590232885;0;0;0;0;1;0;0;1;0;0;1;6.4;6.785714286;8.965517241;0
5100250;MT;ALTA FLORESTA;49877;648.15;0.4914;8.4;0.789175638;1.260226768;0.000741793;0.931315528;0.648772664;0.292663715;0.230022041;0.126086908;0.061559131;0.475905485;1.908052786;0;0;1;0;0;0;0;1;0;0;1;6.6;5.535714286;6.896551724;10
4100459;PR;ALTAMIRA DO PARANÁ;3544;504.11;0.5848;18.1;0.718623836;1.214771519;1.381053598;1.785451246;0.819097441;0.550972642;0.198372516;0.069752283;0.183594736;0.499793549;1.999174536;0;0;0;1;0;1;0;0;0;0;1;0.7;0.892857143;0.689655172;0
3102001;MG;ALTEROSA;14371;463.91;0.4527;9.6;0.853402656;1.256695134;-0.135663468;0.025611032;0.976435553;0.606326065;0.204614966;0.165494522;0.095655282;0.48586447;1.945012437;0;0;0;0;1;0;0;1;0;0;0;8.3;6.964285714;10;10
3501004;SP;ALTINÓPOLIS;16159;727.45;0.4467;6;0.911717983;1.282835524;-0.306710421;0.519737175;0.712337354;0.326829265;0.250315602;0.135192487;0.054730624;0.093486589;1.10312764;0;0;0;0;1;0;0;1;0;0;0;8.8;10;7.586206897;6.666666667
3102050;MG;ALTO CAPARAÓ;5655;499.89;0.4568;11.4;0.790562291;1.244181069;-0.084607545;0.107586179;1.010894942;0.677173122;0.193240463;0.140481356;0.07117942;0.484990486;1.941711703;0;0;0;0;1;0;0;1;0;0;1;3.8;2.321428571;5.172413793;6.666666667
4300570;RS;ALTO FELIZ;3017;787.5;0.308;1.8;0.877352941;1.406556374;-0.325936732;0.559763711;0.822221169;0.506479212;0.222839602;0.092902355;0.142125333;0.495710768;1.982988999;0;0;0;1;0;0;0;1;0;1;1;7.3;9.642857143;6.551724138;0
5100409;MT;ALTO GARÇAS;11071;639.99;0.4752;9.3;0.808446723;1.372003628;-0.291565454;0.058948747;0.915604559;0.359815923;0.450512277;0.105276359;0.144625168;0.54098653;2.178585303;0;0;1;0;0;0;0;1;0;0;1;8.7;8.571428571;8.275862069;10
2200301;PI;ALTO LONGÁ;13967;268;0.5892;31.6;0.629491379;1.074652365;0.448169326;0.464273234;1.014151514;0.6275192;0.09622762;0.290404694;0.036811836;0.495498893;1.982156205;0;1;0;0;0;0;0;1;0;0;0;7;5.535714286;10;6.666666667
5100508;MT;ALTO PARAGUAI;10592;350.02;0.4818;14.3;0.717170678;1.264533189;-0.422253995;0.120356512;0.965063175;0.588694613;0.243269786;0.133098776;0.188893386;0.480187558;1.923770806;0;0;1;0;0;0;0;1;0;0;0;6;8.035714286;5.172413793;0
5200605;GO;ALTO PARAÍSO DE GOIÁS;7328;698.05;0.6556;11.7;0.694366767;1.265372111;-0.205062597;0.10081424;0.84324115;0.459782176;0.235845622;0.147613352;0.015639819;0.45601422;1.838283346;0;0;1;0;0;1;0;0;0;0;1;4;6.785714286;0.689655172;0
4100608;PR;ALTO PARANÁ;14427;531.28;0.4385;10;0.769596075;1.248273194;-0.09907664;0.119232414;0.94362449;0.543307187;0.23946192;0.160855384;0.107894597;0.493049795;1.972580325;0;0;0;1;0;0;0;1;0;1;0;5.4;7.321428571;4.482758621;0
4100707;PR;ALTO PIQUIRI;10317;507.82;0.4434;13.1;0.750578431;1.29561613;-0.117654714;0.089765111;0.889889333;0.497268984;0.248944767;0.143675582;0.050492933;0;1;0;0;0;1;0;0;0;1;0;0;1;7.7;8.571428571;8.275862069;3.333333333
3102100;MG;ALTO RIO DOCE;12006;319.33;0.4683;12.2;0.830266886;1.240864938;-0.011233115;0.062520478;1.037434656;0.701935722;0.207100557;0.128398377;0.014535159;0.48267595;1.933024379;0;0;0;0;1;0;0;1;0;0;1;6.5;7.142857143;5.172413793;6.666666667
2300705;CE;ALTO SANTO;16823;262.88;0.4819;28.5;0.656381266;1.398538461;-0.079716247;0.387874828;0.846153866;0.48410726;0.106224905;0.255821701;0.274968266;0.495150845;1.980789687;0;1;0;0;0;0;0;1;0;0;1;3.5;6.25;0;0
5100607;MT;ALTO TAQUARI;9376;774.6;0.4707;7;0.845764706;1.222390429;-0.062173792;0.007426276;0.903166575;0.277258193;0.508743409;0.117164973;0.053892473;0.499428104;1.997715029;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0
